transaction_id,transaction_date,posting_date,gl_account,cost_centre,department,vendor_id,transaction_type,debit_amount,credit_amount,currency,exchange_rate,reference_number,description,status,created_by,approved_by,erp_batch_id
TXN000433,2023-02-08,2023-02-10,4400,CC004,HR,VND0012,Credit Note,0.0,269.32,GBP,1.0,REF00000433,Payment for Accounts Receivable - IT,Pending,USER012,USER024,BATCH0046
TXN000434,2023-12-20,2023-12-23,2000,CC007,Procurement,VND0045,Credit Note,0.0,1183.6,GBP,1.0,REF00000434,Payment for Cash - Operations,Posted,USER005,USER028,BATCH0031
TXN000435,2023-03-18,2023-03-21,1100,CC006,Legal,VND0014,Invoice,0.0,3841.18,GBP,1.0,REF00000435,Payment for Cash - Sales,Posted,USER015,USER023,BATCH0028
TXN000436,2023-10-07,2023-10-10,4200,CC004,Finance,VND0049,Debit Note,0.0,450.85,EUR,1.1661,REF00000436,Payment for Accounts Payable - IT,Posted,USER009,USER030,BATCH0027
TXN000437,2023-01-19,2023-01-19,4400,CC001,Sales,VND0034,Debit Note,4642.11,0.0,GBP,1.0,REF00000437,Payment for Travel - IT,Posted,USER001,USER021,BATCH0008
TXN000438,2023-07-09,2023-07-10,1100,CC006,Sales,VND0013,Credit Note,50.9,0.0,GBP,1.0,REF00000438,Payment for Accounts Payable - IT,Posted,USER007,USER029,BATCH0042
TXN000439,2023-10-26,2023-10-28,4600,CC007,Operations,VND0028,Credit Note,0.0,31.34,GBP,1.0,REF00000439,Payment for Accounts Receivable - HR,Posted,USER007,,BATCH0043
TXN000440,2023-10-10,2023-10-13,3100,CC004,Procurement,VND0040,Journal Entry,0.0,371.18,GBP,1.0,REF00000440,Payment for Accounts Payable - Legal,Posted,USER009,USER024,BATCH0043
TXN000441,2023-03-17,2023-03-18,2100,CC004,Procurement,VND0016,Invoice,0.0,717.73,GBP,1.0,REF00000441,Payment for Rent - Legal,Posted,USER010,USER029,BATCH0036
TXN000442,2023-08-09,2023-08-12,4500,CC005,Operations,VND0021,Journal Entry,0.0,384.12,USD,0.9984,REF00000442,Payment for Salaries - Procurement,Posted,USER012,USER024,BATCH0047
TXN000443,2023-03-07,2023-03-07,2000,CC005,Sales,VND0005,Debit Note,18.15,0.0,GBP,1.0,REF00000443,Payment for Travel - HR,Posted,USER001,USER022,BATCH0038
TXN000444,2023-01-22,2023-01-25,4600,CC004,Procurement,VND0032,Journal Entry,352.95,0.0,GBP,1.0,REF00000444,Payment for Marketing - HR,Posted,USER011,USER026,BATCH0020
TXN000445,2023-06-07,2023-06-09,4200,CC002,HR,VND0011,Credit Note,0.0,57.01,GBP,1.0,REF00000445,Payment for IT Expenses - IT,Posted,USER014,USER024,BATCH0046
TXN000446,2023-07-06,2023-07-07,4500,CC002,IT,VND0049,Payment,1101.59,0.0,GBP,1.0,REF00000446,Payment for Utilities - Operations,Posted,USER013,USER030,BATCH0014
TXN000447,2023-01-21,2023-01-21,3100,CC007,Procurement,VND0019,Debit Note,699.17,0.0,USD,1.2261,REF00000447,Payment for Travel - Procurement,Posted,USER011,USER027,BATCH0031
TXN000448,2023-07-03,2023-07-06,1200,CC005,HR,VND0050,Invoice,98.51,0.0,USD,0.9501,REF00000448,Payment for Accounts Receivable - Operations,Posted,USER018,USER025,BATCH0042
TXN000449,2023-04-18,2023-04-20,4300,CC007,IT,VND0040,Debit Note,186.64,0.0,GBP,1.0,REF00000449,Payment for Accounts Payable - HR,Posted,USER018,USER025,BATCH0003
TXN000450,2023-12-16,2023-12-18,4500,CC003,Operations,VND0027,Journal Entry,82.37,0.0,GBP,1.0,REF00000450,Payment for Other Income - IT,Posted,USER007,USER024,BATCH0024
TXN000451,2023-05-08,2023-05-08,1200,CC005,Sales,VND0022,Credit Note,0.0,367.23,GBP,1.0,REF00000451,Payment for Travel - Procurement,Posted,USER007,USER025,BATCH0011
TXN000452,2023-12-08,2023-12-10,1200,CC005,Finance,VND0046,Debit Note,0.0,1690.39,GBP,1.0,REF00000452,Payment for Salaries - Operations,Posted,USER020,USER023,BATCH0026
TXN000453,2023-02-22,2023-02-24,2000,CC006,Operations,VND0023,Credit Note,91.97,0.0,GBP,1.0,REF00000453,Payment for Marketing - IT,Posted,USER017,,BATCH0013
TXN000454,2023-07-01,2023-07-03,4100,CC007,IT,VND0001,Journal Entry,0.0,859.26,GBP,1.0,REF00000454,Payment for Accounts Payable - Finance,Posted,USER015,,BATCH0023
TXN000455,2023-10-14,2023-10-16,1200,CC004,Procurement,VND0024,Payment,0.0,182.11,GBP,1.0,REF00000455,Payment for Accrued Liabilities - IT,Posted,USER009,USER021,BATCH0005
TXN000456,2023-07-28,2023-07-31,1100,CC001,Finance,VND0042,Debit Note,0.0,122.82,GBP,1.0,REF00000456,Payment for Inventory - Sales,Posted,USER004,USER027,BATCH0004
TXN000457,2023-11-14,2023-11-14,4500,CC004,Finance,VND0015,Payment,0.0,343.59,GBP,1.0,REF00000457,Payment for Accrued Liabilities - Legal,Posted,USER003,,BATCH0003
TXN000458,2023-03-21,2023-03-22,4200,CC003,Finance,VND0049,Debit Note,0.0,85.38,GBP,1.0,REF00000458,Payment for Rent - Sales,Posted,USER008,USER028,BATCH0017
TXN000459,2023-05-02,2023-05-03,4200,CC004,Finance,VND0001,Payment,175.83,0.0,GBP,1.0,REF00000459,Payment for Accounts Receivable - Operations,Posted,USER006,,BATCH0025
TXN000460,2023-03-25,2023-03-27,4100,CC002,Procurement,VND0047,Journal Entry,66.9,0.0,USD,1.2313,REF00000460,Payment for COGS - Finance,Pending,USER011,USER022,BATCH0012
TXN000461,2023-04-01,2023-04-04,4300,CC006,Legal,VND0025,Debit Note,7685.48,0.0,GBP,1.0,REF00000461,Payment for IT Expenses - Finance,Reversed,USER016,USER026,BATCH0032
TXN000462,2023-07-31,2023-08-02,4000,CC005,HR,VND0030,Journal Entry,0.0,425.34,GBP,1.0,REF00000462,Payment for Accounts Payable - Finance,Posted,USER019,USER030,BATCH0030
TXN000463,2023-01-13,2023-01-15,1000,CC001,Procurement,VND0042,Invoice,141.23,0.0,GBP,1.0,REF00000463,Payment for COGS - Operations,Posted,USER016,USER022,BATCH0043
TXN000464,2023-04-02,2023-04-05,3100,CC001,Operations,VND0020,Debit Note,0.0,556.11,GBP,1.0,REF00000464,Payment for Accrued Liabilities - Finance,Posted,USER002,USER026,BATCH0026
TXN000465,2023-06-20,2023-06-20,4100,CC006,Procurement,VND0018,Invoice,0.0,340.87,GBP,1.0,REF00000465,Payment for COGS - Sales,Posted,USER013,USER028,BATCH0046
TXN000466,2023-07-30,2023-07-31,3100,CC006,Finance,VND0032,Credit Note,289.61,0.0,GBP,1.0,REF00000466,Payment for Salaries - IT,Posted,USER016,USER025,BATCH0021
TXN000467,2023-12-09,2023-12-12,4600,CC003,Finance,VND0030,Payment,1013.59,0.0,GBP,1.0,REF00000467,Payment for Revenue - HR,Posted,USER008,USER026,BATCH0029
TXN000468,2023-05-08,2023-05-09,4500,CC005,Sales,VND0026,Debit Note,0.0,1256.72,GBP,1.0,REF00000468,Payment for Accounts Receivable - Procurement,Posted,USER009,USER024,BATCH0009
TXN000469,2023-05-17,2023-05-20,4500,CC006,Sales,VND0003,Journal Entry,0.0,182.04,GBP,1.0,REF00000469,Payment for Accounts Receivable - HR,Posted,USER020,USER023,BATCH0021
TXN000470,2023-03-23,2023-03-26,3100,CC004,Sales,VND0037,Debit Note,0.0,170.08,GBP,1.0,REF00000470,Payment for Other Income - Operations,Posted,USER019,,BATCH0048
TXN000471,2023-12-26,2023-12-28,4600,CC003,Operations,VND0029,Debit Note,267.05,0.0,GBP,1.0,REF00000471,Payment for Inventory - IT,Reversed,USER013,USER028,BATCH0046
TXN000472,2023-02-25,2023-02-25,4500,CC003,Procurement,VND0016,Credit Note,12.77,0.0,GBP,1.0,REF00000472,Payment for Salaries - IT,Posted,USER002,USER026,BATCH0028
TXN000473,2023-07-15,2023-07-16,2000,CC005,IT,VND0020,Payment,41.56,0.0,GBP,1.0,REF00000473,Payment for Salaries - HR,Posted,USER004,USER027,BATCH0043
TXN000474,2023-01-20,2023-01-20,2000,CC004,Operations,VND0007,Journal Entry,0.0,3134.77,GBP,1.0,REF00000474,Payment for Cash - IT,Posted,USER002,USER028,BATCH0021
TXN000475,2023-08-29,2023-08-31,4100,CC007,HR,VND0007,Debit Note,4757.38,0.0,GBP,1.0,REF00000475,Payment for Accrued Liabilities - HR,Posted,USER011,USER023,BATCH0049
TXN000476,2023-04-24,2023-04-27,1000,CC003,Legal,VND0028,Journal Entry,0.0,277.67,GBP,1.0,REF00000476,Payment for Accounts Receivable - Finance,Posted,USER009,USER027,BATCH0037
TXN000477,2023-04-13,2023-04-14,4400,CC003,IT,VND0014,Payment,957.99,0.0,USD,1.1424,REF00000477,Payment for Utilities - IT,Posted,USER018,USER021,BATCH0045
TXN000478,2023-08-24,2023-08-24,3100,CC006,Legal,VND0022,Credit Note,643.47,0.0,GBP,1.0,REF00000478,Payment for IT Expenses - IT,Posted,USER012,USER026,BATCH0012
TXN000479,2023-06-29,2023-06-30,4000,CC005,Finance,VND0031,Payment,40876.93,0.0,GBP,1.0,REF00000479,Payment for Accounts Payable - HR,Posted,USER015,USER023,BATCH0001
TXN000480,2023-06-06,2023-06-07,4000,CC006,IT,VND0048,Journal Entry,2163.24,0.0,USD,0.8975,REF00000480,Payment for Accounts Payable - IT,Posted,USER010,USER021,BATCH0011
TXN000481,2023-04-27,2023-04-28,3000,CC004,Legal,VND0016,Invoice,0.0,332.99,GBP,1.0,REF00000481,Payment for Inventory - Procurement,Posted,USER004,USER023,BATCH0017
TXN000482,2023-04-25,2023-04-25,4200,CC006,HR,VND0035,Debit Note,0.0,96.23,USD,1.0012,REF00000482,Payment for Accrued Liabilities - Procurement,Posted,USER016,USER023,BATCH0027
TXN000483,2023-01-13,2023-01-14,1200,CC004,HR,VND0018,Payment,0.0,36.25,USD,1.0483,REF00000483,Payment for Rent - IT,Pending,USER005,USER021,BATCH0006
TXN000484,2023-12-04,2023-12-04,4600,CC002,HR,VND0014,Invoice,0.0,547.41,GBP,1.0,REF00000484,Payment for Salaries - IT,Posted,USER003,USER023,BATCH0032
TXN000485,2023-04-09,2023-04-12,4200,CC005,IT,VND0038,Journal Entry,129.73,0.0,EUR,1.0703,REF00000485,Payment for Accounts Receivable - Sales,Posted,USER011,USER024,BATCH0022
TXN000486,2023-07-24,2023-07-24,3100,CC001,Finance,VND0023,Credit Note,0.0,47.78,GBP,1.0,REF00000486,Payment for Cash - Sales,Posted,USER014,,BATCH0010
TXN000487,2023-06-18,2023-06-20,4200,CC007,IT,VND0013,Debit Note,152.95,0.0,GBP,1.0,REF00000487,Payment for Accounts Payable - Finance,Posted,USER005,USER025,BATCH0003
TXN000488,2023-05-23,2023-05-24,1000,CC005,Legal,VND0050,Debit Note,0.0,79.65,EUR,1.0695,REF00000488,Payment for Accounts Payable - Finance,Posted,USER005,USER029,BATCH0009
TXN000489,2023-02-05,2023-02-07,1200,CC004,HR,VND0018,Journal Entry,5068.06,0.0,EUR,1.2428,REF00000489,Payment for Cash - Finance,Posted,USER019,USER024,BATCH0016
TXN000490,2023-05-23,2023-05-25,4100,CC005,Procurement,VND0023,Credit Note,0.0,1513.92,GBP,1.0,REF00000490,Payment for Rent - HR,Posted,USER010,USER028,BATCH0033
TXN000491,2023-06-29,2023-07-02,2100,CC004,IT,VND0030,Invoice,398.63,0.0,GBP,1.0,REF00000491,Payment for Accounts Payable - Finance,Posted,USER019,USER023,BATCH0039
TXN000492,2023-11-25,2023-11-28,4100,CC004,Finance,VND0001,Invoice,3714.19,0.0,USD,0.9808,REF00000492,Payment for Salaries - Finance,Posted,USER007,USER021,BATCH0032
TXN000493,2023-09-18,2023-09-18,2000,CC006,Sales,VND0035,Journal Entry,453.07,0.0,GBP,1.0,REF00000493,Payment for Accrued Liabilities - Operations,Posted,USER018,USER022,BATCH0018
TXN000494,2023-07-24,2023-07-24,4000,CC002,IT,VND0033,Payment,110.84,0.0,GBP,1.0,REF00000494,Payment for Rent - Sales,Posted,USER003,,BATCH0013
TXN000495,2023-12-14,2023-12-15,2000,CC007,Finance,VND0001,Invoice,0.0,3962.72,GBP,1.0,REF00000495,Payment for IT Expenses - IT,Posted,USER015,USER028,BATCH0047
TXN000496,2023-10-02,2023-10-04,3100,CC001,Procurement,VND0024,Payment,0.0,905.39,GBP,1.0,REF00000496,Payment for Other Income - IT,Posted,USER008,USER023,BATCH0012
TXN000497,2023-06-19,2023-06-22,4100,CC001,Procurement,VND0046,Journal Entry,85.13,0.0,USD,1.0986,REF00000497,Payment for Accounts Receivable - Operations,Pending,USER011,USER028,BATCH0027
TXN000498,2023-01-15,2023-01-18,3000,CC006,Procurement,VND0034,Journal Entry,0.0,303.23,GBP,1.0,REF00000498,Payment for IT Expenses - Legal,Pending,USER019,USER027,BATCH0003
TXN000499,2023-03-01,2023-03-02,3100,CC006,Procurement,VND0021,Invoice,108.48,0.0,USD,1.0031,REF00000499,Payment for IT Expenses - HR,Posted,USER018,USER025,BATCH0050
TXN000500,2023-05-14,2023-05-17,1200,CC003,IT,VND0045,Journal Entry,50.69,0.0,EUR,1.0967,REF00000500,Payment for COGS - Operations,Pending,USER009,USER026,BATCH0001
TXN000501,2023-04-02,2023-04-04,4200,CC004,Sales,VND0036,Credit Note,0.0,1618.52,GBP,1.0,REF00000501,Payment for Inventory - Legal,Posted,USER018,USER030,BATCH0041
TXN000502,2023-10-25,2023-10-27,3000,CC005,IT,VND0039,Journal Entry,7073.6,0.0,USD,1.1661,REF00000502,Payment for Accounts Payable - HR,Posted,USER017,USER022,BATCH0024
TXN000503,2023-05-16,2023-05-17,4400,CC001,HR,VND0027,Debit Note,0.0,49.51,GBP,1.0,REF00000503,Payment for Utilities - HR,Posted,USER010,USER029,BATCH0046
TXN000504,2023-01-20,2023-01-22,2000,CC006,IT,VND0040,Invoice,0.0,938.66,GBP,1.0,REF00000504,Payment for IT Expenses - Procurement,Posted,USER001,USER026,BATCH0022
TXN000505,2023-02-25,2023-02-25,1200,CC007,Legal,VND0033,Debit Note,152.02,0.0,GBP,1.0,REF00000505,Payment for Accrued Liabilities - Sales,Posted,USER005,USER023,BATCH0040
TXN000506,2023-11-02,2023-11-04,1100,CC007,Procurement,VND0004,Credit Note,0.0,194.28,GBP,1.0,REF00000506,Payment for Cash - Finance,Posted,USER003,USER028,BATCH0024
TXN000507,2023-08-11,2023-08-11,4100,CC005,HR,VND0002,Debit Note,0.0,165.9,GBP,1.0,REF00000507,Payment for Inventory - Procurement,Posted,USER011,,BATCH0022
TXN000508,2023-06-26,2023-06-29,2000,CC001,Legal,VND0042,Debit Note,110.39,0.0,GBP,1.0,REF00000508,Payment for IT Expenses - Procurement,Reversed,USER012,USER027,BATCH0001
TXN000509,2023-06-10,2023-06-10,1100,CC002,HR,VND0034,Invoice,0.0,433.89,GBP,1.0,REF00000509,Payment for COGS - Sales,Posted,USER015,USER026,BATCH0007
TXN000510,2023-08-12,2023-08-13,2000,CC002,Finance,VND0034,Debit Note,116.0,0.0,GBP,1.0,REF00000510,Payment for Accrued Liabilities - Legal,Posted,USER007,USER026,BATCH0031
TXN000511,2023-11-07,2023-11-08,2000,CC004,Finance,VND0018,Invoice,605.28,0.0,GBP,1.0,REF00000511,Payment for IT Expenses - Operations,Posted,USER006,USER028,BATCH0050
TXN000512,2023-09-19,2023-09-20,3100,CC003,Sales,VND0041,Invoice,0.0,374.14,GBP,1.0,REF00000512,Payment for Inventory - HR,Posted,USER011,USER029,BATCH0033
TXN000513,2023-03-01,2023-03-02,3000,CC005,HR,VND0042,Debit Note,281.91,0.0,GBP,1.0,REF00000513,Payment for Utilities - Finance,Posted,USER015,USER026,BATCH0013
TXN000514,2023-07-17,2023-07-18,1200,CC002,Sales,VND0018,Journal Entry,103.41,0.0,EUR,1.199,REF00000514,Payment for Inventory - Operations,Posted,USER008,USER023,BATCH0014
TXN000515,2023-10-23,2023-10-25,4600,CC005,Finance,VND0009,Credit Note,169.84,0.0,GBP,1.0,REF00000515,Payment for Revenue - IT,Posted,USER015,USER030,BATCH0010
TXN000516,2023-04-08,2023-04-11,1200,CC003,Legal,VND0039,Debit Note,0.0,1252.74,USD,1.1719,REF00000516,Payment for Inventory - Finance,Posted,USER012,USER024,BATCH0022
TXN000517,2023-05-11,2023-05-11,4400,CC004,HR,VND0035,Journal Entry,0.0,855.23,USD,0.8911,REF00000517,Payment for Utilities - IT,Posted,USER011,USER030,BATCH0044
TXN000518,2023-01-23,2023-01-23,1200,CC007,Finance,VND0001,Credit Note,93.1,0.0,USD,0.7517,REF00000518,Payment for Other Income - HR,Posted,USER007,USER024,BATCH0043
TXN000519,2023-12-29,2024-01-01,3100,CC003,HR,VND0024,Invoice,468.25,0.0,GBP,1.0,REF00000519,Payment for Cash - Operations,Posted,USER009,USER028,BATCH0048
TXN000520,2023-08-12,2023-08-13,4600,CC007,HR,VND0047,Payment,1245.24,0.0,GBP,1.0,REF00000520,Payment for Accrued Liabilities - Finance,Posted,USER009,USER026,BATCH0048
TXN000521,2023-01-01,2023-01-02,4400,CC004,HR,VND0023,Credit Note,0.0,32.98,GBP,1.0,REF00000521,Payment for Inventory - Sales,Pending,USER020,USER022,BATCH0033
TXN000522,2023-09-24,2023-09-24,4000,CC007,Procurement,VND0012,Journal Entry,0.0,911.45,GBP,1.0,REF00000522,Payment for Marketing - Legal,Posted,USER001,USER023,BATCH0018
TXN000523,2023-10-03,2023-10-04,4300,CC003,Operations,VND0001,Debit Note,0.0,149.32,USD,1.3463,REF00000523,Payment for Cash - Procurement,Posted,USER005,USER022,BATCH0034
TXN000524,2023-12-18,2023-12-20,4300,CC001,Procurement,VND0015,Journal Entry,0.0,949.46,GBP,1.0,REF00000524,Payment for Revenue - IT,Pending,USER004,USER028,BATCH0026
TXN000525,2023-12-10,2023-12-12,2100,CC001,Procurement,VND0047,Payment,0.0,128.39,GBP,1.0,REF00000525,Payment for Rent - Finance,Posted,USER014,USER025,BATCH0034
TXN000526,2023-04-11,2023-04-13,4000,CC007,Legal,VND0018,Journal Entry,0.0,26.91,USD,0.7603,REF00000526,Payment for COGS - Legal,Posted,USER014,,BATCH0038
TXN000527,2023-07-06,2023-07-09,4000,CC003,Finance,VND0005,Journal Entry,0.0,35.12,GBP,1.0,REF00000527,Payment for Accounts Payable - IT,Posted,USER013,USER024,BATCH0040
TXN000528,2023-08-09,2023-08-12,3000,CC001,HR,VND0031,Journal Entry,0.0,433.6,USD,1.085,REF00000528,Payment for Accounts Receivable - Finance,Posted,USER016,USER025,BATCH0040
TXN000529,2023-02-05,2023-02-07,4200,CC003,HR,VND0016,Journal Entry,0.0,595.61,USD,1.3246,REF00000529,Payment for Travel - Finance,Posted,USER002,USER026,BATCH0013
TXN000530,2023-12-07,2023-12-10,1000,CC003,Finance,VND0036,Debit Note,103.91,0.0,GBP,1.0,REF00000530,Payment for Rent - Sales,Posted,USER017,USER021,BATCH0028
TXN000531,2023-06-19,2023-06-21,4400,CC004,HR,VND0012,Journal Entry,0.0,1051.41,EUR,1.3025,REF00000531,Payment for Accrued Liabilities - Legal,Posted,USER002,USER024,BATCH0050
TXN000532,2023-11-16,2023-11-17,3100,CC001,IT,VND0025,Payment,0.0,33.37,GBP,1.0,REF00000532,Payment for Accounts Payable - Procurement,Posted,USER017,USER026,BATCH0047
TXN000533,2023-06-10,2023-06-13,4100,CC005,Legal,VND0019,Journal Entry,0.0,365.36,GBP,1.0,REF00000533,Payment for Salaries - Operations,Posted,USER012,USER030,BATCH0003
TXN000534,2023-12-06,2023-12-08,3100,CC006,IT,VND0015,Payment,0.0,65.59,GBP,1.0,REF00000534,Payment for Marketing - Operations,Posted,USER001,USER023,BATCH0030
TXN000535,2023-03-05,2023-03-08,2100,CC003,Legal,VND0046,Invoice,151.75,0.0,EUR,0.7857,REF00000535,Payment for Marketing - Finance,Posted,USER019,USER026,BATCH0047
TXN000536,2023-06-03,2023-06-03,3000,CC007,Operations,VND0036,Invoice,0.0,433.16,GBP,1.0,REF00000536,Payment for Accounts Receivable - HR,Posted,USER014,USER026,BATCH0038
TXN000537,2023-09-17,2023-09-17,4000,CC007,Procurement,VND0011,Credit Note,0.0,110.98,GBP,1.0,REF00000537,Payment for Marketing - Sales,Posted,USER002,USER029,BATCH0036
TXN000538,2023-06-08,2023-06-10,4600,CC002,Procurement,VND0010,Journal Entry,0.0,226.6,GBP,1.0,REF00000538,Payment for Revenue - IT,Posted,USER017,USER024,BATCH0019
TXN000539,2023-12-08,2023-12-10,2000,CC005,Legal,VND0042,Credit Note,0.0,1825.19,GBP,1.0,REF00000539,Payment for COGS - Sales,Posted,USER011,USER030,BATCH0035
TXN000540,2023-07-29,2023-07-31,1000,CC003,HR,VND0020,Invoice,0.0,169.81,GBP,1.0,REF00000540,Payment for Revenue - Procurement,Posted,USER018,USER025,BATCH0049
TXN000541,2023-06-17,2023-06-17,1100,CC003,HR,VND0044,Credit Note,1413.1,0.0,GBP,1.0,REF00000541,Payment for Accrued Liabilities - Sales,Posted,USER016,USER024,BATCH0030
TXN000542,2023-07-26,2023-07-29,4500,CC003,Procurement,VND0029,Credit Note,74.1,0.0,GBP,1.0,REF00000542,Payment for COGS - HR,Posted,USER010,USER029,BATCH0003
TXN000543,2023-12-23,2023-12-23,4600,CC003,Sales,VND0025,Payment,893.11,0.0,GBP,1.0,REF00000543,Payment for Revenue - IT,Posted,USER019,USER027,BATCH0019
TXN000544,2023-06-01,2023-06-03,1200,CC004,Finance,VND0028,Journal Entry,3506.43,0.0,GBP,1.0,REF00000544,Payment for Cash - Legal,Posted,USER011,USER021,BATCH0022
TXN000545,2023-10-11,2023-10-13,4100,CC005,Procurement,VND0033,Journal Entry,0.0,10.0,GBP,1.0,REF00000545,Payment for Revenue - HR,Posted,USER003,USER024,BATCH0002
TXN000546,2023-03-07,2023-03-09,4200,CC004,HR,VND0029,Invoice,0.0,122.08,GBP,1.0,REF00000546,Payment for IT Expenses - HR,Pending,USER003,USER021,BATCH0027
TXN000547,2023-04-09,2023-04-11,1200,CC002,IT,VND0035,Credit Note,0.0,958.73,USD,0.9596,REF00000547,Payment for Salaries - Legal,Posted,USER019,,BATCH0038
TXN000548,2023-08-04,2023-08-06,4300,CC003,Sales,VND0029,Journal Entry,0.0,297.51,GBP,1.0,REF00000548,Payment for Utilities - Legal,Posted,USER003,USER027,BATCH0041
TXN000549,2023-12-07,2023-12-09,2100,CC007,HR,VND0004,Credit Note,0.0,703.96,EUR,1.2593,REF00000549,Payment for Travel - Legal,Posted,USER018,,BATCH0005
TXN000550,2023-07-14,2023-07-15,4200,CC006,Procurement,VND0007,Credit Note,0.0,163.04,EUR,1.2701,REF00000550,Payment for Rent - IT,Posted,USER004,USER023,BATCH0031
TXN000551,2023-12-13,2023-12-14,3100,CC002,HR,VND0004,Invoice,0.0,459.38,GBP,1.0,REF00000551,Payment for Accounts Receivable - HR,Reversed,USER018,USER027,BATCH0027
TXN000552,2023-03-31,2023-04-01,4300,CC007,IT,VND0013,Invoice,0.0,319.41,GBP,1.0,REF00000552,Payment for Utilities - Procurement,Posted,USER006,USER030,BATCH0030
TXN000553,2023-11-12,2023-11-12,4500,CC005,IT,VND0029,Debit Note,0.0,2325.46,GBP,1.0,REF00000553,Payment for IT Expenses - Sales,Posted,USER017,USER026,BATCH0039
TXN000554,2023-10-19,2023-10-22,3000,CC001,Sales,VND0012,Journal Entry,0.0,590.89,GBP,1.0,REF00000554,Payment for Cash - Operations,Posted,USER003,USER025,BATCH0037
TXN000555,2023-06-04,2023-06-06,2100,CC001,Sales,VND0027,Invoice,0.0,669.41,USD,1.2414,REF00000555,Payment for Other Income - Legal,Posted,USER019,USER024,BATCH0015
TXN000556,2023-07-27,2023-07-28,4100,CC001,Sales,VND0040,Debit Note,0.0,217.5,EUR,0.9268,REF00000556,Payment for Accounts Payable - Sales,Pending,USER015,USER028,BATCH0021
TXN000557,2023-10-08,2023-10-08,1200,CC006,IT,VND0010,Invoice,194.14,0.0,GBP,1.0,REF00000557,Payment for Inventory - HR,Posted,USER020,USER030,BATCH0038
TXN000558,2023-01-01,2023-01-04,1200,CC004,HR,VND0034,Credit Note,210.85,0.0,USD,0.8365,REF00000558,Payment for COGS - Finance,Pending,USER007,USER021,BATCH0015
TXN000559,2023-06-05,2023-06-07,4400,CC004,Finance,VND0050,Credit Note,0.0,729.0,GBP,1.0,REF00000559,Payment for Accounts Payable - Procurement,Posted,USER003,USER026,BATCH0029
TXN000560,2023-05-27,2023-05-29,2100,CC007,Legal,VND0035,Debit Note,0.0,214.55,GBP,1.0,REF00000560,Payment for IT Expenses - Sales,Posted,USER014,USER026,BATCH0017
TXN000561,2023-04-18,2023-04-21,4100,CC001,HR,VND0027,Credit Note,0.0,623.07,GBP,1.0,REF00000561,Payment for Other Income - HR,Posted,USER009,USER027,BATCH0020
TXN000562,2023-08-09,2023-08-12,4100,CC005,Operations,VND0013,Credit Note,9073.39,0.0,GBP,1.0,REF00000562,Payment for Accounts Payable - Sales,Posted,USER015,USER027,BATCH0042
TXN000563,2023-10-24,2023-10-27,4400,CC003,Sales,VND0029,Credit Note,0.0,1490.23,GBP,1.0,REF00000563,Payment for Accounts Receivable - Operations,Posted,USER015,USER027,BATCH0003
TXN000564,2023-11-07,2023-11-07,1000,CC004,Finance,VND0023,Journal Entry,247.39,0.0,GBP,1.0,REF00000564,Payment for Other Income - Sales,Posted,USER005,USER030,BATCH0015
TXN000565,2023-12-02,2023-12-03,1200,CC006,Sales,VND0047,Journal Entry,2445.05,0.0,EUR,1.262,REF00000565,Payment for Accounts Receivable - HR,Posted,USER011,USER021,BATCH0043
TXN000566,2023-06-14,2023-06-16,2000,CC005,Finance,VND0033,Invoice,0.0,218.74,GBP,1.0,REF00000566,Payment for Utilities - Sales,Posted,USER003,USER026,BATCH0038
TXN000567,2023-08-27,2023-08-28,2100,CC003,HR,VND0048,Journal Entry,0.0,18.97,USD,1.3331,REF00000567,Payment for Salaries - IT,Posted,USER006,USER030,BATCH0017
TXN000568,2023-08-15,2023-08-18,2100,CC002,Finance,VND0003,Debit Note,88.93,0.0,GBP,1.0,REF00000568,Payment for Salaries - Operations,Posted,USER019,,BATCH0026
TXN000569,2023-08-15,2023-08-17,2000,CC004,Sales,VND0047,Debit Note,24.38,0.0,GBP,1.0,REF00000569,Payment for Accrued Liabilities - Sales,Posted,USER011,USER023,BATCH0017
TXN000570,2023-12-12,2023-12-14,4200,CC004,IT,VND0022,Invoice,238.11,0.0,GBP,1.0,REF00000570,Payment for Revenue - HR,Posted,USER015,USER022,BATCH0001
TXN000571,2023-04-20,2023-04-21,2000,CC004,Operations,VND0050,Credit Note,0.0,414.73,GBP,1.0,REF00000571,Payment for Other Income - Procurement,Posted,USER017,USER022,BATCH0034
TXN000572,2023-09-19,2023-09-20,3100,CC003,Sales,VND0014,Invoice,0.0,4987.33,GBP,1.0,REF00000572,Payment for Other Income - HR,Posted,USER014,USER024,BATCH0015
TXN000573,2023-08-31,2023-09-02,4500,CC002,Procurement,VND0035,Credit Note,658.78,0.0,GBP,1.0,REF00000573,Payment for Accrued Liabilities - Operations,Pending,USER001,,BATCH0003
TXN000574,2023-03-28,2023-03-28,3000,CC005,HR,VND0024,Debit Note,0.0,290.43,GBP,1.0,REF00000574,Payment for Cash - Procurement,Posted,USER013,USER026,BATCH0015
TXN000575,2023-12-04,2023-12-07,4100,CC005,Sales,VND0019,Invoice,0.0,1399.83,GBP,1.0,REF00000575,Payment for Salaries - Sales,Reversed,USER019,USER027,BATCH0029
TXN000576,2023-02-13,2023-02-14,4600,CC006,IT,VND0038,Invoice,14.63,0.0,GBP,1.0,REF00000576,Payment for Revenue - Legal,Pending,USER010,USER022,BATCH0016
